Fight Outcome,Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Title Fight,Outcome Method,Number of Rounds
0,Dennis Hallman,0,8,2,2,Welterweight,0,KO/TKO,3
1,Mark Bocek,0,6,2,1,Lightweight,0,SUB,1
0,Joe Brammer,0,3,0,0,Lightweight,0,SUB,1
1,Forrest Griffin,0,70,0,0,Light Heavyweight,0,S-DEC,3
0,Tito Ortiz,0,24,3,0,Light Heavyweight,0,S-DEC,3
1,Josh Koscheck,0,19,2,1,Welterweight,0,SUB,2
0,Anthony Johnson,0,16,0,0,Welterweight,0,SUB,2
1,Paulo Thiago,2,34,2,0,Welterweight,0,U-DEC,3
0,Jacob Volkmann,0,16,1,1,Welterweight,0,U-DEC,3
1,Rogerio Nogueira,1,14,0,0,Light Heavyweight,0,KO/TKO,1
0,Luiz Cane,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Amir Sadollah,0,134,0,0,Welterweight,0,U-DEC,3
0,Phil Baroni,0,51,1,0,Welterweight,0,U-DEC,3
1,Ben Saunders,0,22,0,0,Welterweight,0,KO/TKO,1
0,Marcus Davis,0,8,0,0,Welterweight,0,KO/TKO,1
1,Kendall Grove,0,3,1,1,Middleweight,0,SUB,1
0,Jake Rosholt,0,5,3,1,Middleweight,0,SUB,1
1,Brian Foster,0,28,2,0,Welterweight,0,KO/TKO,2
0,Brock Larson,0,6,1,1,Welterweight,0,KO/TKO,2
1,Caol Uno,0,28,2,0,Lightweight,0,M-DEC,3
0,Fabricio Camoes,0,22,5,2,Lightweight,0,M-DEC,3
1,George Sotiropoulos,0,33,3,2,Lightweight,0,SUB,2
0,Jason Dent,0,25,0,0,Lightweight,0,SUB,2
1,Randy Couture,0,39,1,0,Light Heavyweight,0,U-DEC,3
0,Brandon Vera,1,27,1,0,Light Heavyweight,0,U-DEC,3
1,Dan Hardy,0,55,1,0,Welterweight,0,U-DEC,3
0,Mike Swick,0,38,0,1,Welterweight,0,U-DEC,3
1,Michael Bisping,0,29,3,1,Middleweight,0,KO/TKO,2
0,Denis Kang,1,11,0,0,Middleweight,0,KO/TKO,2
1,Matt Brown,1,45,0,3,Welterweight,0,KO/TKO,3
0,James Wilks,0,19,1,3,Welterweight,0,KO/TKO,3
1,Ross Pearson,0,59,0,0,Lightweight,0,KO/TKO,2
0,Aaron Riley,0,15,0,0,Lightweight,0,KO/TKO,2
1,John Hathaway,0,80,5,0,Welterweight,0,U-DEC,3
0,Paul Taylor,0,5,0,1,Welterweight,0,U-DEC,3
1,Terry Etim,0,17,0,1,Lightweight,0,SUB,2
0,Shannon Gugerty,0,11,1,0,Lightweight,0,SUB,2
1,Nick Osipczak,0,46,0,1,Welterweight,0,KO/TKO,3
0,Matthew Riddle,0,28,4,0,Welterweight,0,KO/TKO,3
1,Dennis Siver,2,38,0,0,Lightweight,0,KO/TKO,2
0,Paul Kelly,0,12,1,0,Lightweight,0,KO/TKO,2
1,Alexander Gustafsson,1,6,0,0,Light Heavyweight,0,KO/TKO,1
0,Jared Hamman,0,6,0,0,Light Heavyweight,0,KO/TKO,1
1,Andre Winner,2,14,0,0,Lightweight,0,KO/TKO,1
0,Rolando Delgado,0,11,0,0,Lightweight,0,KO/TKO,1
1,Lyoto Machida,0,35,0,0,Light Heavyweight,1,U-DEC,5
0,Mauricio Rua,0,80,0,0,Light Heavyweight,1,U-DEC,5
1,Cain Velasquez,0,62,5,0,Heavyweight,0,KO/TKO,2
0,Ben Rothwell,0,3,0,0,Heavyweight,0,KO/TKO,2
1,Gleison Tibau,0,22,11,2,Lightweight,0,U-DEC,3
0,Josh Neer,0,24,0,0,Lightweight,0,U-DEC,3
1,Joe Stevenson,0,28,2,0,Lightweight,0,KO/TKO,2
0,Spencer Fisher,0,14,0,0,Lightweight,0,KO/TKO,2
1,Anthony Johnson,1,10,0,0,Welterweight,0,KO/TKO,1
0,Yoshiyuki Yoshida,0,0,0,0,Welterweight,0,KO/TKO,1
1,Ryan Bader,2,52,3,0,Light Heavyweight,0,U-DEC,3
0,Eric Schafer,0,25,0,1,Light Heavyweight,0,U-DEC,3
1,Pat Barry,1,29,0,0,Heavyweight,0,KO/TKO,2
0,Antoni Hardonk,0,29,0,0,Heavyweight,0,KO/TKO,2
1,Chael Sonnen,0,91,4,0,Middleweight,0,U-DEC,3
0,Yushin Okami,0,25,0,1,Middleweight,0,U-DEC,3
1,Jorge Rivera,1,66,0,0,Middleweight,0,KO/TKO,3
0,Rob Kimmons,0,23,1,0,Middleweight,0,KO/TKO,3
1,Kyle Kingsbury,0,25,2,0,Light Heavyweight,0,S-DEC,3
0,Razak Al-Hassan,0,31,1,0,Light Heavyweight,0,S-DEC,3
1,Stefan Struve,0,12,1,3,Heavyweight,0,SUB,1
0,Chase Gormley,0,8,1,1,Heavyweight,0,SUB,1
1,Vitor Belfort,0,9,0,0,Catch Weight,0,KO/TKO,1
0,Rich Franklin,0,4,0,0,Catch Weight,0,KO/TKO,1
1,Junior Dos Santos,0,70,0,0,Heavyweight,0,KO/TKO,3
0,Mirko Filipovic,0,22,0,0,Heavyweight,0,KO/TKO,3
1,Paul Daley,0,27,0,0,Welterweight,0,KO/TKO,1
0,Martin Kampmann,0,12,0,0,Welterweight,0,KO/TKO,1
1,Josh Koscheck,1,9,0,0,Welterweight,0,KO/TKO,1
0,Frank Trigg,0,1,0,0,Welterweight,0,KO/TKO,1
1,Tyson Griffin,1,67,0,0,Lightweight,0,KO/TKO,2
0,Hermes Franca,0,11,0,0,Lightweight,0,KO/TKO,2
1,Efrain Escudero,1,10,1,0,Lightweight,0,KO/TKO,1
0,Cole Miller,0,6,0,0,Lightweight,0,KO/TKO,1
1,Tomasz Drwal,0,31,3,1,Middleweight,0,SUB,2
0,Drew McFedries,0,17,0,0,Middleweight,0,SUB,2
1,Jim Miller,1,30,0,1,Lightweight,0,KO/TKO,2
0,Steve Lopez,0,6,0,0,Lightweight,0,KO/TKO,2
1,Nik Lentz,0,67,4,4,Lightweight,0,U-DEC,3
0,Rafaello Oliveira,0,29,4,0,Lightweight,0,U-DEC,3
1,Rick Story,0,18,3,1,Welterweight,0,SUB,2
0,Brian Foster,0,6,0,1,Welterweight,0,SUB,2
1,Eliot Marshall,0,29,0,0,Light Heavyweight,0,S-DEC,3
0,Jason Brilz,0,27,0,0,Light Heavyweight,0,S-DEC,3
1,Vladimir Matyushenko,0,44,4,1,Light Heavyweight,0,U-DEC,3
0,Igor Pokrajac,0,17,1,0,Light Heavyweight,0,U-DEC,3
1,Rafael Dos Anjos,0,52,2,0,Lightweight,0,U-DEC,3
0,Rob Emerson,0,27,0,0,Lightweight,0,U-DEC,3
1,Nate Diaz,0,21,2,2,Lightweight,0,SUB,2
0,Melvin Guillard,1,11,3,0,Lightweight,0,SUB,2
1,Gray Maynard,0,23,3,1,Lightweight,0,S-DEC,3
0,Roger Huerta,0,40,0,0,Lightweight,0,S-DEC,3
1,Carlos Condit,0,27,1,1,Welterweight,0,S-DEC,3
0,Jake Ellenberger,2,28,3,3,Welterweight,0,S-DEC,3
1,Nate Quarry,2,53,0,0,Middleweight,0,U-DEC,3
0,Tim Credeur,1,40,0,1,Middleweight,0,U-DEC,3
1,Brian Stann,0,44,0,0,Light Heavyweight,0,U-DEC,3
0,Steve Cantwell,0,35,0,0,Light Heavyweight,0,U-DEC,3
1,Mike Pyle,0,12,2,2,Welterweight,0,SUB,3
0,Chris Wilson,0,19,1,1,Welterweight,0,SUB,3
1,CB Dollaway,0,32,6,2,Middleweight,0,U-DEC,3
0,Jay Silva,0,19,0,2,Middleweight,0,U-DEC,3
1,Jeremy Stephens,2,28,0,0,Lightweight,0,KO/TKO,1
0,Justin Buchholz,0,9,0,0,Lightweight,0,KO/TKO,1
1,Mike Pierce,0,27,6,0,Welterweight,0,U-DEC,3
0,Brock Larson,0,11,0,1,Welterweight,0,U-DEC,3
1,Ryan Jensen,0,9,1,1,Middleweight,0,SUB,1
0,Steve Steinbeiss,0,7,0,0,Middleweight,0,SUB,1
1,Antonio Rodrigo Nogueira,2,27,0,3,Heavyweight,0,U-DEC,3
0,Randy Couture,0,42,0,0,Heavyweight,0,U-DEC,3
1,Thiago Silva,1,5,0,0,Light Heavyweight,0,KO/TKO,1
0,Keith Jardine,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Jake Rosholt,0,21,3,1,Middleweight,0,SUB,3
0,Chris Leben,0,14,1,0,Middleweight,0,SUB,3
1,Nate Marquardt,1,1,0,0,Middleweight,0,KO/TKO,1
0,Demian Maia,0,0,0,0,Middleweight,0,KO/TKO,1
1,Brandon Vera,0,62,1,0,Light Heavyweight,0,U-DEC,3
0,Krzysztof Soszynski,0,41,1,0,Light Heavyweight,0,U-DEC,3
1,Aaron Simpson,1,25,3,0,Middleweight,0,KO/TKO,2
0,Ed Herman,0,7,0,0,Middleweight,0,KO/TKO,2
1,Gabriel Gonzaga,1,22,0,0,Heavyweight,0,KO/TKO,1
0,Chris Tuchscherer,0,0,0,0,Heavyweight,0,KO/TKO,1
1,Mike Russow,0,21,8,2,Heavyweight,0,U-DEC,3
0,Justin McCully,0,11,0,0,Heavyweight,0,U-DEC,3
1,Todd Duffee,1,4,0,0,Heavyweight,0,KO/TKO,1
0,Tim Hague,0,0,0,0,Heavyweight,0,KO/TKO,1
1,Mark Munoz,0,53,2,2,Middleweight,0,S-DEC,3
0,Nick Catone,0,38,3,1,Middleweight,0,S-DEC,3
1,Evan Dunham,1,58,1,0,Lightweight,0,S-DEC,3
0,Marcus Aurelio,0,27,3,1,Lightweight,0,S-DEC,3
1,BJ Penn,0,57,1,1,Lightweight,1,SUB,4
0,Kenny Florian,0,19,0,0,Lightweight,1,SUB,4
1,Anderson Silva,3,13,0,0,Light Heavyweight,0,KO/TKO,1
0,Forrest Griffin,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Aaron Riley,0,50,2,0,Lightweight,0,U-DEC,3
0,Shane Nelson,0,28,0,0,Lightweight,0,U-DEC,3
1,Johny Hendricks,1,7,0,0,Welterweight,0,KO/TKO,1
0,Amir Sadollah,0,2,0,0,Welterweight,0,KO/TKO,1
1,Ricardo Almeida,0,38,6,0,Middleweight,0,U-DEC,3
0,Kendall Grove,0,25,0,2,Middleweight,0,U-DEC,3
1,Kurt Pellegrino,0,21,3,0,Lightweight,0,U-DEC,3
0,Josh Neer,0,24,0,1,Lightweight,0,U-DEC,3
1,John Howard,0,19,5,1,Welterweight,0,S-DEC,3
0,Tamdan McCrory,0,11,2,1,Welterweight,0,S-DEC,3
1,Alessio Sakara,0,24,0,0,Middleweight,0,S-DEC,3
0,Thales Leites,0,22,4,0,Middleweight,0,S-DEC,3
1,Matthew Riddle,0,47,2,2,Welterweight,0,U-DEC,3
0,Dan Cramer,0,5,0,1,Welterweight,0,U-DEC,3
1,George Sotiropoulos,0,14,3,1,Lightweight,0,SUB,2
0,George Roop,0,5,0,0,Lightweight,0,SUB,2
1,Jesse Lennox,0,37,1,0,Welterweight,0,KO/TKO,3
0,Danillo Villefort,0,43,1,1,Welterweight,0,KO/TKO,3
1,Jon Fitch,0,15,4,1,Welterweight,0,U-DEC,3
0,Paulo Thiago,0,5,0,5,Welterweight,0,U-DEC,3
1,Brock Lesnar,0,47,1,0,Heavyweight,1,KO/TKO,2
0,Frank Mir,0,4,0,0,Heavyweight,1,KO/TKO,2
1,Georges St-Pierre,1,59,10,1,Welterweight,1,U-DEC,5
0,Thiago Alves,0,30,0,0,Welterweight,1,U-DEC,5
1,Dan Henderson,1,29,0,0,Middleweight,0,KO/TKO,2
0,Michael Bisping,0,22,0,0,Middleweight,0,KO/TKO,2
1,Yoshihiro Akiyama,0,55,3,0,Middleweight,0,S-DEC,3
0,Alan Belcher,1,76,0,0,Middleweight,0,S-DEC,3
1,Mark Coleman,0,20,3,0,Light Heavyweight,0,U-DEC,3
0,Stephan Bonnar,0,26,0,3,Light Heavyweight,0,U-DEC,3
1,Jim Miller,0,37,6,1,Lightweight,0,U-DEC,3
0,Mac Danzig,0,20,0,1,Lightweight,0,U-DEC,3
1,Jon Jones,0,25,0,1,Light Heavyweight,0,SUB,2
0,Jake O'Brien,0,11,0,0,Light Heavyweight,0,SUB,2
1,Dong Hyun Kim,0,29,4,1,Welterweight,0,U-DEC,3
0,TJ Grant,0,22,1,0,Welterweight,0,U-DEC,3
1,Tom Lawlor,0,0,0,1,Middleweight,0,SUB,1
0,CB Dollaway,0,1,0,0,Middleweight,0,SUB,1
1,Shannon Gugerty,0,1,1,2,Lightweight,0,SUB,1
0,Matt Grice,0,4,0,0,Lightweight,0,SUB,1
1,Diego Sanchez,1,68,1,3,Lightweight,0,S-DEC,3
0,Clay Guida,0,29,2,0,Lightweight,0,S-DEC,3
1,James Wilks,0,17,2,8,Welterweight,1,SUB,1
0,DaMarques Johnson,0,13,0,0,Welterweight,1,SUB,1
1,Chris Lytle,0,101,0,0,Welterweight,0,U-DEC,3
0,Kevin Burns,1,69,1,0,Welterweight,0,U-DEC,3
1,Ross Pearson,0,74,0,0,Lightweight,1,U-DEC,3
0,Andre Winner,0,46,0,0,Lightweight,1,U-DEC,3
1,Joe Stevenson,0,27,8,1,Lightweight,0,U-DEC,3
0,Nate Diaz,0,6,1,4,Lightweight,0,U-DEC,3
1,Melvin Guillard,0,13,1,0,Lightweight,0,S-DEC,3
0,Gleison Tibau,0,14,6,0,Lightweight,0,S-DEC,3
1,Brad Blackburn,0,66,0,1,Welterweight,0,S-DEC,3
0,Edgar Garcia,0,39,1,0,Welterweight,0,S-DEC,3
1,Tomasz Drwal,1,27,4,0,Light Heavyweight,0,KO/TKO,1
0,Mike Ciesnolevicz,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Nick Osipczak,0,14,1,1,Welterweight,0,SUB,1
0,Frank Lester,0,8,0,0,Welterweight,0,SUB,1
1,Jason Dent,0,14,0,1,Lightweight,0,SUB,1
0,Cameron Dollar,0,24,0,0,Lightweight,0,SUB,1
1,Rich Franklin,0,52,1,0,Catch Weight,0,U-DEC,3
0,Wanderlei Silva,0,38,1,0,Catch Weight,0,U-DEC,3
1,Cain Velasquez,0,29,7,2,Heavyweight,0,U-DEC,3
0,Cheick Kongo,0,21,1,0,Heavyweight,0,U-DEC,3
1,Mirko Filipovic,1,16,1,0,Heavyweight,0,KO/TKO,1
0,Mostapha Al-Turk,0,7,0,0,Heavyweight,0,KO/TKO,1
1,Mike Swick,1,10,1,1,Welterweight,0,KO/TKO,2
0,Ben Saunders,0,17,0,0,Welterweight,0,KO/TKO,2
1,Spencer Fisher,0,62,1,0,Lightweight,0,U-DEC,3
0,Caol Uno,0,24,3,0,Lightweight,0,U-DEC,3
1,Dan Hardy,1,28,1,0,Welterweight,0,S-DEC,3
0,Marcus Davis,0,19,2,3,Welterweight,0,S-DEC,3
1,Terry Etim,0,27,0,3,Lightweight,0,SUB,2
0,Justin Buchholz,1,23,0,0,Lightweight,0,SUB,2
1,Dennis Siver,0,8,0,2,Lightweight,0,SUB,1
0,Dale Hartt,0,5,1,0,Lightweight,0,SUB,1
1,Paul Taylor,0,46,0,0,Welterweight,0,U-DEC,3
0,Peter Sobotta,0,18,2,0,Welterweight,0,U-DEC,3
1,Paul Kelly,0,32,1,2,Lightweight,0,U-DEC,3
0,Rolando Delgado,0,14,1,3,Lightweight,0,U-DEC,3
1,Stefan Struve,0,4,0,7,Heavyweight,0,SUB,2
0,Denis Stojnic,0,16,0,0,Heavyweight,0,SUB,2
1,John Hathaway,0,31,4,3,Welterweight,0,U-DEC,3
0,Rick Story,0,21,4,5,Welterweight,0,U-DEC,3
1,Lyoto Machida,3,28,0,0,Light Heavyweight,1,KO/TKO,2
0,Rashad Evans,0,4,0,0,Light Heavyweight,1,KO/TKO,2
1,Matt Hughes,0,34,3,0,Welterweight,0,U-DEC,3
0,Matt Serra,1,14,1,0,Welterweight,0,U-DEC,3
1,Drew McFedries,2,8,0,0,Middleweight,0,KO/TKO,1
0,Xavier Foupa-Pokam,0,0,0,0,Middleweight,0,KO/TKO,1
1,Chael Sonnen,0,36,3,0,Middleweight,0,U-DEC,3
0,Dan Miller,0,9,0,2,Middleweight,0,U-DEC,3
1,Frankie Edgar,0,74,1,1,Lightweight,0,U-DEC,3
0,Sean Sherk,0,27,1,0,Lightweight,0,U-DEC,3
1,Brock Larson,0,4,1,1,Welterweight,0,SUB,1
0,Mike Pyle,0,1,0,0,Welterweight,0,SUB,1
1,Tim Hague,0,0,1,1,Heavyweight,0,SUB,1
0,Pat Barry,0,3,0,0,Heavyweight,0,SUB,1
1,Kyle Bradley,0,7,1,0,Lightweight,0,KO/TKO,1
0,Phillipe Nover,0,3,0,0,Lightweight,0,KO/TKO,1
1,Krzysztof Soszynski,1,18,0,0,Light Heavyweight,0,KO/TKO,1
0,Andre Gusmao,0,17,0,0,Light Heavyweight,0,KO/TKO,1
1,Yoshiyuki Yoshida,0,4,0,1,Welterweight,0,SUB,1
0,Brandon Wolff,0,2,0,0,Welterweight,0,SUB,1
1,George Roop,0,62,0,0,Lightweight,0,S-DEC,3
0,David Kaplan,0,50,5,0,Lightweight,0,S-DEC,3
1,Anderson Silva,0,94,0,0,Middleweight,1,U-DEC,5
0,Thales Leites,0,10,1,0,Middleweight,1,U-DEC,5
1,Sam Stout,1,62,0,0,Lightweight,0,U-DEC,3
0,Matt Wiman,0,46,4,2,Lightweight,0,U-DEC,3
1,Mauricio Rua,1,24,0,0,Light Heavyweight,0,KO/TKO,1
0,Chuck Liddell,0,8,1,0,Light Heavyweight,0,KO/TKO,1
1,Krzysztof Soszynski,0,3,2,2,Light Heavyweight,0,SUB,1
0,Brian Stann,0,8,0,0,Light Heavyweight,0,SUB,1
1,Cheick Kongo,0,53,2,0,Heavyweight,0,KO/TKO,2
0,Antoni Hardonk,0,9,0,0,Heavyweight,0,KO/TKO,2
1,Luiz Cane,0,87,0,0,Light Heavyweight,0,U-DEC,3
0,Steve Cantwell,0,69,0,0,Light Heavyweight,0,U-DEC,3
1,Denis Kang,0,31,5,1,Middleweight,0,U-DEC,3
0,Xavier Foupa-Pokam,0,23,0,0,Middleweight,0,U-DEC,3
1,Nate Quarry,0,16,1,0,Middleweight,0,KO/TKO,1
0,Jason MacDonald,0,1,0,0,Middleweight,0,KO/TKO,1
1,Ed Herman,0,71,5,0,Middleweight,0,U-DEC,3
0,David Loiseau,0,6,0,0,Middleweight,0,U-DEC,3
1,Mark Bocek,0,20,1,1,Lightweight,0,SUB,1
0,David Bielkheden,0,4,0,0,Lightweight,0,SUB,1
1,TJ Grant,0,34,3,0,Welterweight,0,S-DEC,3
0,Ryo Chonan,0,31,2,0,Welterweight,0,S-DEC,3
1,Eliot Marshall,0,44,0,0,Light Heavyweight,0,U-DEC,3
0,Vinny Magalhaes,0,34,2,0,Light Heavyweight,0,U-DEC,3
1,Martin Kampmann,0,26,5,6,Welterweight,0,S-DEC,3
0,Carlos Condit,0,35,3,3,Welterweight,0,S-DEC,3
1,Ryan Bader,0,24,5,2,Light Heavyweight,0,U-DEC,3
0,Carmelo Marrero,0,9,0,0,Light Heavyweight,0,U-DEC,3
1,Tyson Griffin,0,69,1,0,Lightweight,0,U-DEC,3
0,Rafael Dos Anjos,0,26,0,3,Lightweight,0,U-DEC,3
1,Cole Miller,0,3,0,1,Lightweight,0,SUB,1
0,Junie Browning,0,1,0,0,Lightweight,0,SUB,1
1,Gleison Tibau,0,7,5,3,Lightweight,0,U-DEC,3
0,Jeremy Stephens,0,23,0,0,Lightweight,0,U-DEC,3
1,Ricardo Almeida,0,41,9,1,Middleweight,0,U-DEC,3
0,Matt Horwich,0,25,0,3,Middleweight,0,U-DEC,3
1,Brock Larson,0,13,1,1,Welterweight,0,SUB,1
0,Jesse Sanders,0,0,0,0,Welterweight,0,SUB,1
1,Tim Credeur,0,9,0,7,Middleweight,0,SUB,2
0,Nick Catone,0,19,3,0,Middleweight,0,SUB,2
1,Jorge Rivera,1,29,4,0,Middleweight,0,S-DEC,3
0,Nissen Osterneck,0,35,1,1,Middleweight,0,S-DEC,3
1,Rob Kimmons,0,7,0,2,Middleweight,0,SUB,1
0,Joe Vedepo,0,4,1,0,Middleweight,0,SUB,1
1,Aaron Simpson,1,16,1,0,Middleweight,0,KO/TKO,1
0,Tim McKenzie,0,1,0,0,Middleweight,0,KO/TKO,1
1,Quinton Jackson,2,56,2,0,Light Heavyweight,0,U-DEC,3
0,Keith Jardine,0,64,0,0,Light Heavyweight,0,U-DEC,3
1,Shane Carwin,1,4,0,0,Heavyweight,0,KO/TKO,1
0,Gabriel Gonzaga,0,5,1,0,Heavyweight,0,KO/TKO,1
1,Matt Brown,2,24,0,0,Welterweight,0,KO/TKO,1
0,Pete Sell,0,0,0,0,Welterweight,0,KO/TKO,1
1,Matt Hamill,1,23,0,0,Light Heavyweight,0,KO/TKO,1
0,Mark Munoz,0,14,0,0,Light Heavyweight,0,KO/TKO,1
1,Gray Maynard,0,37,1,0,Lightweight,0,U-DEC,3
0,Jim Miller,0,25,0,1,Lightweight,0,U-DEC,3
1,Tamdan McCrory,0,12,1,0,Welterweight,0,KO/TKO,1
0,Ryan Madigan,0,0,0,0,Welterweight,0,KO/TKO,1
1,Kendall Grove,1,10,0,0,Middleweight,0,KO/TKO,1
0,Jason Day,0,6,0,0,Middleweight,0,KO/TKO,1
1,Jason Brilz,0,34,4,1,Light Heavyweight,0,U-DEC,3
0,Tim Boetsch,0,27,0,0,Light Heavyweight,0,U-DEC,3
1,Brandon Vera,2,32,0,0,Light Heavyweight,0,KO/TKO,2
0,Michael Patt,0,5,0,0,Light Heavyweight,0,KO/TKO,2
1,Shane Nelson,1,5,0,0,Lightweight,0,KO/TKO,1
0,Aaron Riley,0,4,0,0,Lightweight,0,KO/TKO,1
1,Diego Sanchez,0,91,1,1,Lightweight,0,U-DEC,3
0,Joe Stevenson,0,41,0,1,Lightweight,0,U-DEC,3
1,Dan Hardy,1,5,0,0,Welterweight,0,KO/TKO,1
0,Rory Markham,0,2,0,0,Welterweight,0,KO/TKO,1
1,Nate Marquardt,1,67,2,1,Middleweight,0,KO/TKO,3
0,Wilson Gouveia,0,16,0,1,Middleweight,0,KO/TKO,3
1,Demian Maia,0,6,1,1,Middleweight,0,SUB,1
0,Chael Sonnen,0,8,0,0,Middleweight,0,SUB,1
1,Paulo Thiago,1,7,0,0,Welterweight,0,KO/TKO,1
0,Josh Koscheck,0,8,0,0,Welterweight,0,KO/TKO,1
1,Terry Etim,1,19,1,0,Lightweight,0,KO/TKO,2
0,Brian Cobb,0,0,2,0,Lightweight,0,KO/TKO,2
1,Junior Dos Santos,2,12,0,0,Heavyweight,0,KO/TKO,1
0,Stefan Struve,0,0,0,0,Heavyweight,0,KO/TKO,1
1,Evan Dunham,1,13,0,1,Lightweight,0,KO/TKO,1
0,Per Eklund,0,9,1,1,Lightweight,0,KO/TKO,1
1,Mike Ciesnolevicz,0,0,0,2,Heavyweight,0,SUB,1
0,Neil Grove,0,0,0,1,Heavyweight,0,SUB,1
1,Paul Kelly,0,71,2,0,Welterweight,0,U-DEC,3
0,Troy Mandaloniz,1,38,4,0,Welterweight,0,U-DEC,3
1,Joe Lauzon,0,11,2,4,Lightweight,0,SUB,2
0,Jeremy Stephens,0,15,1,0,Lightweight,0,SUB,2
1,Cain Velasquez,0,88,1,0,Heavyweight,0,KO/TKO,2
0,Denis Stojnic,0,7,0,1,Heavyweight,0,KO/TKO,2
1,Josh Neer,0,46,0,3,Lightweight,0,SUB,2
0,Mac Danzig,1,33,0,0,Lightweight,0,SUB,2
1,Anthony Johnson,1,21,0,0,Welterweight,0,KO/TKO,1
0,Luigi Fioravanti,0,12,0,0,Welterweight,0,KO/TKO,1
1,Kurt Pellegrino,0,16,1,1,Lightweight,0,SUB,2
0,Rob Emerson,0,21,2,0,Lightweight,0,SUB,2
1,Dan Miller,0,2,0,2,Middleweight,0,SUB,1
0,Jake Rosholt,0,2,1,0,Middleweight,0,SUB,1
1,Matt Veach,1,12,1,0,Lightweight,0,KO/TKO,1
0,Matt Grice,1,29,0,1,Lightweight,0,KO/TKO,1
1,Gleison Tibau,0,7,2,1,Lightweight,0,SUB,1
0,Rich Clementi,0,1,0,0,Lightweight,0,SUB,1
1,Nick Catone,0,21,4,2,Middleweight,0,SUB,2
0,Derek Downey,0,2,1,0,Middleweight,0,SUB,2
1,Matthew Riddle,0,48,4,0,Welterweight,0,U-DEC,3
0,Steve Bruno,0,22,1,0,Welterweight,0,U-DEC,3
1,Georges St-Pierre,0,92,4,0,Welterweight,1,KO/TKO,4
0,BJ Penn,0,16,0,0,Welterweight,1,KO/TKO,4
1,Lyoto Machida,2,24,2,0,Light Heavyweight,0,KO/TKO,1
0,Thiago Silva,0,2,0,0,Light Heavyweight,0,KO/TKO,1
1,Jon Jones,1,45,7,0,Light Heavyweight,0,U-DEC,3
0,Stephan Bonnar,0,37,0,0,Light Heavyweight,0,U-DEC,3
1,Karo Parisyan,0,24,2,1,Welterweight,0,Overturned,3
0,Dong Hyun Kim,0,19,2,2,Welterweight,0,Overturned,3
1,Clay Guida,0,49,4,1,Lightweight,0,S-DEC,3
0,Nate Diaz,0,49,0,0,Lightweight,0,S-DEC,3
1,Jon Fitch,0,40,4,2,Welterweight,0,U-DEC,3
0,Akihiro Gono,0,7,0,0,Welterweight,0,U-DEC,3
1,Thiago Tavares,0,27,3,0,Lightweight,0,U-DEC,3
0,Manvel Gamburyan,0,26,1,1,Lightweight,0,U-DEC,3
1,John Howard,0,21,7,2,Welterweight,0,S-DEC,3
0,Chris Wilson,0,45,2,2,Welterweight,0,S-DEC,3
1,Jake O'Brien,1,25,9,0,Light Heavyweight,0,S-DEC,3
0,Christian Wellisch,0,46,0,0,Light Heavyweight,0,S-DEC,3
1,Dan Cramer,0,24,0,0,Welterweight,0,S-DEC,3
0,Matt Arroyo,0,16,2,5,Welterweight,0,S-DEC,3
1,Dan Henderson,0,36,4,0,Light Heavyweight,0,S-DEC,3
0,Rich Franklin,0,39,0,0,Light Heavyweight,0,S-DEC,3
1,Mauricio Rua,2,62,1,2,Light Heavyweight,0,KO/TKO,3
0,Mark Coleman,0,31,7,0,Light Heavyweight,0,KO/TKO,3
1,Rousimar Palhares,0,18,7,0,Middleweight,0,U-DEC,3
0,Jeremy Horn,0,7,1,1,Middleweight,0,U-DEC,3
1,Alan Belcher,0,9,0,1,Middleweight,0,SUB,2
0,Denis Kang,0,26,3,1,Middleweight,0,SUB,2
1,Marcus Davis,0,59,0,0,Welterweight,0,S-DEC,3
0,Chris Lytle,0,73,0,0,Welterweight,0,S-DEC,3
1,John Hathaway,0,18,5,0,Welterweight,0,KO/TKO,1
0,Tom Egan,0,0,0,0,Welterweight,0,KO/TKO,1
1,Martin Kampmann,1,33,0,2,Welterweight,0,KO/TKO,2
0,Alexandre Barros,0,8,1,0,Welterweight,0,KO/TKO,2
1,Eric Schafer,0,22,0,0,Light Heavyweight,0,KO/TKO,1
0,Antonio Mendes,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Tomasz Drwal,0,14,1,0,Light Heavyweight,0,KO/TKO,1
0,Ivan Serati,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Dennis Siver,1,48,0,0,Lightweight,0,KO/TKO,3
0,Nate Mohr,0,48,1,0,Lightweight,0,KO/TKO,3
1,Rashad Evans,0,49,1,0,Light Heavyweight,1,KO/TKO,3
0,Forrest Griffin,0,50,0,0,Light Heavyweight,1,KO/TKO,3
1,Frank Mir,3,37,1,0,Heavyweight,1,KO/TKO,2
0,Antonio Rodrigo Nogueira,0,10,0,0,Heavyweight,1,KO/TKO,2
1,CB Dollaway,0,9,1,0,Middleweight,0,KO/TKO,1
