Fight Outcome,Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Title Fight,Outcome Method,Number of Rounds
0,Carls John De Tomas,0,8,0,0,Bantamweight,0,SUB,2
1,Frankie Saenz,0,58,0,0,Bantamweight,0,S-DEC,3
0,Merab Dvalishvili,0,47,11,0,Bantamweight,0,S-DEC,3
1,Alejandro Perez,0,35,0,0,Bantamweight,0,U-DEC,3
0,Iuri Alcantara,0,38,0,0,Bantamweight,0,U-DEC,3
1,Davi Ramos,0,55,5,1,Lightweight,0,SUB,3
0,Chris Gruetzemacher,0,46,0,0,Lightweight,0,SUB,3
1,Trevin Giles,1,70,0,0,Middleweight,0,KO/TKO,3
0,Antonio Braga Neto,0,18,2,0,Middleweight,0,KO/TKO,3
1,Max Holloway,0,174,0,0,Featherweight,1,KO/TKO,3
0,Jose Aldo,0,87,0,0,Featherweight,1,KO/TKO,3
1,Francis Ngannou,1,6,0,0,Heavyweight,0,KO/TKO,1
0,Alistair Overeem,0,1,0,0,Heavyweight,0,KO/TKO,1
1,Henry Cejudo,0,36,3,0,Flyweight,0,U-DEC,3
0,Sergio Pettis,0,25,0,0,Flyweight,0,U-DEC,3
1,Eddie Alvarez,1,155,1,0,Lightweight,0,KO/TKO,3
0,Justin Gaethje,0,122,0,0,Lightweight,0,KO/TKO,3
1,Tecia Torres,0,95,1,0,Women's Strawweight,0,U-DEC,3
0,Michelle Waterson,0,56,2,0,Women's Strawweight,0,U-DEC,3
1,Paul Felder,0,31,0,0,Lightweight,0,KO/TKO,2
0,Charles Oliveira,0,6,2,2,Lightweight,0,KO/TKO,2
1,Yancy Medeiros,2,75,1,0,Welterweight,0,KO/TKO,3
0,Alex Oliveira,2,93,2,0,Welterweight,0,KO/TKO,3
1,David Teymur,0,52,1,0,Lightweight,0,U-DEC,3
0,Drakkar Klose,0,39,2,0,Lightweight,0,U-DEC,3
1,Felice Herrig,0,76,1,0,Women's Strawweight,0,S-DEC,3
0,Cortney Casey,0,91,0,0,Women's Strawweight,0,S-DEC,3
1,Amanda Cooper,0,40,1,1,Women's Strawweight,0,KO/TKO,2
0,Angela Magana,0,12,0,0,Women's Strawweight,0,KO/TKO,2
1,Abdul Razak Alhassan,1,27,1,0,Welterweight,0,KO/TKO,1
0,Sabah Homasi,0,39,0,0,Welterweight,0,KO/TKO,1
1,Dominick Reyes,0,16,1,1,Light Heavyweight,0,SUB,1
0,Jeremy Kimball,0,4,1,0,Light Heavyweight,0,SUB,1
1,Justin Willis,1,22,0,0,Heavyweight,0,KO/TKO,1
0,Allen Crowder,0,15,0,0,Heavyweight,0,KO/TKO,1
1,Nicco Montano,0,186,3,1,Women's Flyweight,1,U-DEC,5
0,Roxanne Modafferi,0,132,2,1,Women's Flyweight,1,U-DEC,5
1,Sean O'Malley,0,141,3,0,Bantamweight,0,U-DEC,3
0,Terrion Ware,0,88,0,0,Bantamweight,0,U-DEC,3
1,Lauren Murphy,0,59,2,0,Women's Flyweight,0,S-DEC,3
0,Barb Honchak,0,71,0,2,Women's Flyweight,0,S-DEC,3
1,Gerald Meerschaert,1,36,0,0,Middleweight,0,KO/TKO,2
0,Eric Spicely,0,17,1,1,Middleweight,0,KO/TKO,2
1,DeAnna Bennett,0,47,0,1,Women's Flyweight,0,M-DEC,3
0,Melinda Fabian,1,49,0,0,Women's Flyweight,0,M-DEC,3
1,Brett Johns,0,1,0,1,Bantamweight,0,SUB,1
0,Joe Soto,0,0,0,0,Bantamweight,0,SUB,1
1,Montana De La Rosa,0,6,0,1,Women's Flyweight,0,SUB,1
0,Christina Marks,0,10,1,0,Women's Flyweight,0,SUB,1
1,Ryan Janes,0,159,0,0,Middleweight,0,KO/TKO,3
0,Andrew Sanchez,2,96,3,0,Middleweight,0,KO/TKO,3
1,Rachael Ostovich,0,3,1,1,Women's Flyweight,0,SUB,1
0,Karine Gevorgyan,0,2,0,0,Women's Flyweight,0,SUB,1
1,Shana Dobson,1,34,0,0,Women's Flyweight,0,KO/TKO,2
0,Ariel Beck,0,35,0,0,Women's Flyweight,0,KO/TKO,2
1,Gillian Robertson,0,2,1,1,Women's Flyweight,0,SUB,1
0,Emily Whitmire,0,9,0,0,Women's Flyweight,0,SUB,1
1,Kelvin Gastelum,1,14,0,0,Middleweight,0,KO/TKO,1
0,Michael Bisping,0,7,0,0,Middleweight,0,KO/TKO,1
1,Li Jingliang,1,26,0,0,Welterweight,0,KO/TKO,1
0,Zak Ottow,0,5,0,0,Welterweight,0,KO/TKO,1
1,Wang Guan,1,71,0,0,Featherweight,0,S-DEC,3
0,Alex Caceres,0,49,0,0,Featherweight,0,S-DEC,3
1,Alex Garcia,0,6,3,1,Welterweight,0,SUB,2
0,Muslim Salikhov,0,10,0,0,Welterweight,0,SUB,2
1,Zabit Magomedsharipov,0,34,11,1,Featherweight,0,SUB,3
0,Sheymon Moraes,0,18,0,0,Featherweight,0,SUB,3
1,Song Kenan,1,14,0,0,Welterweight,0,KO/TKO,1
0,Bobby Nash,0,1,0,0,Welterweight,0,KO/TKO,1
1,Yan Xiaonan,0,96,0,0,Women's Strawweight,0,U-DEC,3
0,Kailin Curran,0,52,2,0,Women's Strawweight,0,U-DEC,3
1,Song Yadong,1,8,0,1,Featherweight,0,SUB,1
0,Bharat Kandare,0,3,0,0,Featherweight,0,SUB,1
1,Shamil Abdurakhimov,1,6,0,0,Heavyweight,0,KO/TKO,1
0,Chase Sherman,0,5,0,0,Heavyweight,0,KO/TKO,1
1,Gina Mazany,0,38,5,0,Women's Bantamweight,0,U-DEC,3
0,Wu Yanan,0,22,1,0,Women's Bantamweight,0,U-DEC,3
1,Rolando Dy,1,26,0,0,Featherweight,0,U-DEC,3
0,Wuliji Buren,0,17,4,0,Featherweight,0,U-DEC,3
1,Cyril Asker,0,20,4,1,Heavyweight,0,SUB,2
0,Hu Yaozong,0,8,0,1,Heavyweight,0,SUB,2
1,Fabricio Werdum,0,155,1,0,Heavyweight,0,U-DEC,5
0,Marcin Tybura,0,127,1,0,Heavyweight,0,U-DEC,5
1,Jessica-Rose Clark,0,101,2,1,Women's Flyweight,0,S-DEC,3
0,Bec Rawlings,0,65,2,1,Women's Flyweight,0,S-DEC,3
1,Belal Muhammad,0,88,1,0,Welterweight,0,S-DEC,3
0,Tim Means,0,91,0,0,Welterweight,0,S-DEC,3
1,Jake Matthews,0,20,4,0,Welterweight,0,S-DEC,3
0,Bojan Velickovic,0,24,1,1,Welterweight,0,S-DEC,3
1,Elias Theodorou,0,118,0,0,Middleweight,0,U-DEC,3
0,Daniel Kelly,0,42,2,1,Middleweight,0,U-DEC,3
1,Alexander Volkanovski,0,68,5,0,Catch Weight,0,U-DEC,3
0,Shane Young,0,18,1,0,Catch Weight,0,U-DEC,3
1,Ryan Benoit,1,45,0,0,Flyweight,0,KO/TKO,3
0,Ashkan Mokhtarian,0,42,0,0,Flyweight,0,KO/TKO,3
1,Nik Lentz,0,34,0,1,Lightweight,0,SUB,2
0,Will Brooks,0,49,2,1,Lightweight,0,SUB,2
1,Tai Tuivasa,1,22,0,0,Heavyweight,0,KO/TKO,1
0,Rashad Coulter,0,10,0,0,Heavyweight,0,KO/TKO,1
1,Frank Camacho,0,154,1,0,Lightweight,0,S-DEC,3
0,Damien Brown,0,104,2,1,Lightweight,0,S-DEC,3
1,Nadia Kassem,0,52,0,6,Women's Strawweight,0,U-DEC,3
0,Alex Chambers,0,45,4,0,Women's Strawweight,0,U-DEC,3
1,Eric Shelton,0,86,5,0,Flyweight,0,U-DEC,3
0,Jenel Lausa,0,5,1,2,Flyweight,0,U-DEC,3
1,Adam Wieczorek,0,42,0,0,Heavyweight,0,U-DEC,3
0,Anthony Hamilton,0,32,2,0,Heavyweight,0,U-DEC,3
1,Dustin Poirier,0,53,5,0,Lightweight,0,KO/TKO,3
0,Anthony Pettis,0,34,1,4,Lightweight,0,KO/TKO,3
1,Matt Brown,1,18,0,0,Welterweight,0,KO/TKO,1
0,Diego Sanchez,0,12,0,0,Welterweight,0,KO/TKO,1
1,Andrei Arlovski,0,92,0,0,Heavyweight,0,U-DEC,3
0,Junior Albini,0,48,0,0,Heavyweight,0,U-DEC,3
1,Cezar Ferreira,0,47,2,0,Middleweight,0,S-DEC,3
0,Nate Marquardt,1,36,0,0,Middleweight,0,S-DEC,3
1,Raphael Assuncao,1,46,0,0,Bantamweight,0,KO/TKO,3
0,Matthew Lopez,0,34,1,0,Bantamweight,0,KO/TKO,3
1,Clay Guida,1,24,0,0,Lightweight,0,KO/TKO,1
0,Joe Lauzon,0,1,0,0,Lightweight,0,KO/TKO,1
1,Marlon Moraes,0,45,1,1,Bantamweight,0,S-DEC,3
0,John Dodson,1,43,2,0,Bantamweight,0,S-DEC,3
1,Tatiana Suarez,0,71,4,0,Women's Strawweight,0,U-DEC,3
0,Viviane Pereira,0,13,0,1,Women's Strawweight,0,U-DEC,3
1,Sage Northcutt,0,79,3,0,Lightweight,0,U-DEC,3
0,Michel Quinones,0,55,0,0,Lightweight,0,U-DEC,3
1,Nina Nunes,0,143,0,0,Women's Strawweight,0,U-DEC,3
0,Angela Hill,0,107,0,0,Women's Strawweight,0,U-DEC,3
1,Sean Strickland,0,78,3,1,Welterweight,0,U-DEC,3
0,Court McGee,0,62,0,0,Welterweight,0,U-DEC,3
1,Jake Collier,0,94,0,0,Light Heavyweight,0,U-DEC,3
0,Marcel Fortuna,0,59,1,1,Light Heavyweight,0,U-DEC,3
1,Karl Roberson,0,17,1,2,Middleweight,0,SUB,1
0,Darren Stewart,0,6,0,0,Middleweight,0,SUB,1
1,Georges St-Pierre,1,59,3,1,Middleweight,1,SUB,3
0,Michael Bisping,0,27,0,0,Middleweight,1,SUB,3
1,TJ Dillashaw,2,20,0,0,Bantamweight,1,KO/TKO,2
0,Cody Garbrandt,1,18,0,0,Bantamweight,1,KO/TKO,2
1,Rose Namajunas,1,15,0,0,Women's Strawweight,1,KO/TKO,1
0,Joanna Jedrzejczyk,0,5,0,0,Women's Strawweight,1,KO/TKO,1
1,Stephen Thompson,1,70,0,0,Welterweight,0,U-DEC,3
0,Jorge Masvidal,0,42,0,0,Welterweight,0,U-DEC,3
1,Paulo Costa,1,49,0,0,Middleweight,0,KO/TKO,2
0,Johny Hendricks,0,27,0,0,Middleweight,0,KO/TKO,2
1,James Vick,1,42,0,0,Lightweight,0,KO/TKO,2
0,Joe Duffy,0,25,2,0,Lightweight,0,KO/TKO,2
1,Mark Godbeer,0,3,0,0,Heavyweight,0,DQ,1
0,Walt Harris,0,21,1,0,Heavyweight,0,DQ,1
1,Ovince Saint Preux,1,23,0,0,Light Heavyweight,0,KO/TKO,3
0,Corey Anderson,0,30,4,0,Light Heavyweight,0,KO/TKO,3
1,Randy Brown,0,41,1,0,Welterweight,0,U-DEC,3
0,Mickey Gall,0,7,0,2,Welterweight,0,U-DEC,3
1,Curtis Blaydes,1,39,4,0,Heavyweight,0,KO/TKO,2
0,Aleksei Oleinik,0,34,0,0,Heavyweight,0,KO/TKO,2
1,Ricardo Ramos,1,42,3,0,Bantamweight,0,KO/TKO,3
0,Aiemann Zahabi,0,46,0,0,Bantamweight,0,KO/TKO,3
1,Derek Brunson,1,10,0,0,Middleweight,0,KO/TKO,1
0,Lyoto Machida,0,3,0,0,Middleweight,0,KO/TKO,1
1,Colby Covington,0,88,0,0,Welterweight,0,U-DEC,3
0,Demian Maia,0,53,0,0,Welterweight,0,U-DEC,3
1,Pedro Munhoz,0,20,0,1,Bantamweight,0,SUB,1
0,Rob Font,0,30,0,0,Bantamweight,0,SUB,1
1,Francisco Trinaldo,0,63,1,0,Lightweight,0,U-DEC,3
0,Jim Miller,0,34,1,0,Lightweight,0,U-DEC,3
1,Thiago Santos,1,28,0,0,Middleweight,0,KO/TKO,1
0,Jack Hermansson,0,5,0,0,Middleweight,0,KO/TKO,1
1,John Lineker,0,77,0,0,Bantamweight,0,U-DEC,3
0,Marlon Vera,0,49,0,0,Bantamweight,0,U-DEC,3
1,Vicente Luque,1,61,0,1,Welterweight,0,SUB,2
0,Niko Price,0,25,0,0,Welterweight,0,SUB,2
1,Antonio Carlos Junior,0,11,1,1,Middleweight,0,SUB,1
0,Jack Marshman,0,1,0,0,Middleweight,0,SUB,1
1,Jared Gordon,0,101,2,0,Lightweight,0,U-DEC,3
0,Hacran Dias,0,32,0,1,Lightweight,0,U-DEC,3
1,Elizeu Zaleski dos Santos,0,84,0,0,Welterweight,0,U-DEC,3
0,Max Griffin,2,51,0,0,Welterweight,0,U-DEC,3
1,Deiveson Figueiredo,0,19,1,5,Flyweight,0,S-DEC,3
0,Jarred Brooks,0,30,7,0,Flyweight,0,S-DEC,3
1,Marcelo Golm,0,35,1,1,Heavyweight,0,SUB,1
0,Christian Colombo,0,2,0,0,Heavyweight,0,SUB,1
1,Darren Till,1,24,0,0,Welterweight,0,KO/TKO,1
0,Donald Cerrone,0,14,1,0,Welterweight,0,KO/TKO,1
1,Karolina Kowalkiewicz,0,127,1,0,Women's Strawweight,0,U-DEC,3
0,Jodie Esquibel,0,65,0,0,Women's Strawweight,0,U-DEC,3
1,Jan Blachowicz,0,33,1,1,Light Heavyweight,0,SUB,2
0,Devin Clark,0,15,0,0,Light Heavyweight,0,SUB,2
1,Oskar Piechota,1,56,1,3,Middleweight,0,U-DEC,3
0,Jonathan Wilson,0,17,0,0,Middleweight,0,U-DEC,3
1,Marcin Held,0,19,3,1,Lightweight,0,U-DEC,3
0,Nasrat Haqparast,1,27,1,0,Lightweight,0,U-DEC,3
1,Brian Kelleher,1,79,1,1,Bantamweight,0,KO/TKO,3
0,Damian Stasiak,0,43,1,0,Bantamweight,0,KO/TKO,3
1,Ramazan Emeev,0,38,1,0,Middleweight,0,U-DEC,3
0,Sam Alvey,0,29,0,0,Middleweight,0,U-DEC,3
1,Andre Fili,1,55,5,0,Featherweight,0,U-DEC,3
0,Artem Lobov,0,55,0,0,Featherweight,0,U-DEC,3
1,Warlley Alves,0,38,2,0,Welterweight,0,U-DEC,3
0,Salim Touahri,0,35,0,0,Welterweight,0,U-DEC,3
1,Aspen Ladd,0,26,1,0,Women's Bantamweight,0,KO/TKO,2
0,Lina Lansberg,0,41,0,0,Women's Bantamweight,0,KO/TKO,2
1,Josh Emmett,4,67,1,0,Featherweight,0,U-DEC,3
0,Felipe Arantes,0,43,0,0,Featherweight,0,U-DEC,3
1,Tony Ferguson,0,54,0,2,Lightweight,1,SUB,3
0,Kevin Lee,0,55,3,0,Lightweight,1,SUB,3
1,Demetrious Johnson,0,64,8,2,Flyweight,1,SUB,5
0,Ray Borg,0,13,3,0,Flyweight,1,SUB,5
1,Fabricio Werdum,0,0,1,1,Heavyweight,0,SUB,1
0,Walt Harris,0,0,0,0,Heavyweight,0,SUB,1
1,Mara Romero Borella,0,3,1,1,Women's Flyweight,0,SUB,1
0,Kalindra Faria,0,0,0,0,Women's Flyweight,0,SUB,1
1,Beneil Dariush,1,81,0,0,Lightweight,0,M-DEC,3
0,Evan Dunham,0,36,1,0,Lightweight,0,M-DEC,3
1,Cody Stamann,0,66,4,0,Bantamweight,0,S-DEC,3
0,Tom Duquesnoy,0,33,1,0,Bantamweight,0,S-DEC,3
1,Lando Vannata,1,104,4,1,Lightweight,0,S-DEC,3
0,Bobby Green,0,93,1,0,Lightweight,0,S-DEC,3
1,Poliana Botelho,0,67,1,0,Women's Strawweight,0,U-DEC,3
0,Pearl Gonzalez,0,27,0,0,Women's Strawweight,0,U-DEC,3
1,Matt Schnell,0,38,0,1,Flyweight,0,U-DEC,3
0,Marco Beltran,0,34,1,0,Flyweight,0,U-DEC,3
1,John Moraga,1,8,0,0,Flyweight,0,KO/TKO,1
0,Bibulatov Magomed,0,5,0,0,Flyweight,0,KO/TKO,1
1,Brad Tavares,1,70,0,0,Middleweight,0,U-DEC,3
0,Thales Leites,0,46,0,0,Middleweight,0,U-DEC,3
1,Ovince Saint Preux,0,0,0,1,Light Heavyweight,0,SUB,1
0,Yushin Okami,0,0,0,1,Light Heavyweight,0,SUB,1
1,Jessica Andrade,0,141,4,0,Women's Strawweight,0,U-DEC,3
0,Claudia Gadelha,0,42,0,2,Women's Strawweight,0,U-DEC,3
1,Dong Hyun Ma,1,13,0,0,Lightweight,0,KO/TKO,1
0,Takanori Gomi,0,2,0,0,Lightweight,0,KO/TKO,1
1,Gokhan Saki,2,40,0,0,Light Heavyweight,0,KO/TKO,1
0,Henrique da Silva,0,20,0,0,Light Heavyweight,0,KO/TKO,1
1,Teruto Ishihara,1,50,2,0,Featherweight,0,U-DEC,3
0,Rolando Dy,0,48,0,0,Featherweight,0,U-DEC,3
1,Jussier Formiga,0,9,1,2,Flyweight,0,SUB,1
0,Yuta Sasaki,0,16,0,0,Flyweight,0,SUB,1
1,Keita Nakamura,0,27,2,0,Welterweight,0,S-DEC,3
0,Alex Morono,0,38,0,0,Welterweight,0,S-DEC,3
1,Syuri Kondo,0,135,0,0,Women's Strawweight,0,S-DEC,3
0,Chan-Mi Jeon,0,95,0,0,Women's Strawweight,0,S-DEC,3
1,Shinsho Anzai,0,51,1,0,Welterweight,0,U-DEC,3
0,Luke Jumeau,0,49,0,0,Welterweight,0,U-DEC,3
1,Daichi Abe,1,63,1,0,Welterweight,0,U-DEC,3
0,Hyun Gyu Lim,0,43,0,0,Welterweight,0,U-DEC,3
1,Luke Rockhold,0,58,2,0,Middleweight,0,KO/TKO,2
0,David Branch,0,25,1,0,Middleweight,0,KO/TKO,2
1,Mike Perry,1,11,0,0,Welterweight,0,KO/TKO,1
0,Alex Reyes,0,6,0,0,Welterweight,0,KO/TKO,1
1,Anthony Smith,1,35,0,0,Middleweight,0,KO/TKO,3
0,Hector Lombard,0,65,1,0,Middleweight,0,KO/TKO,3
1,Gregor Gillespie,1,20,4,1,Lightweight,0,SUB,2
0,Jason Gonzalez,0,22,0,0,Lightweight,0,SUB,2
1,Kamaru Usman,1,16,0,0,Welterweight,0,KO/TKO,1
0,Sergio Moraes,0,13,0,0,Welterweight,0,KO/TKO,1
1,Justin Ledet,0,36,0,0,Heavyweight,0,S-DEC,3
0,Azunna Anyanwu,0,37,0,0,Heavyweight,0,S-DEC,3
1,Olivier Aubin-Mercier,0,20,4,0,Lightweight,0,S-DEC,3
0,Anthony Rocco Martin,0,15,0,1,Lightweight,0,S-DEC,3
1,Daniel Spitz,0,5,1,0,Heavyweight,0,KO/TKO,1
0,Anthony Hamilton,0,0,0,0,Heavyweight,0,KO/TKO,1
1,Uriah Hall,1,26,0,0,Middleweight,0,KO/TKO,2
0,Krzysztof Jotko,1,44,1,1,Middleweight,0,KO/TKO,2
1,Gilbert Burns,1,42,2,0,Lightweight,0,KO/TKO,2
0,Jason Saggo,0,35,1,0,Lightweight,0,KO/TKO,2
1,Amanda Nunes,0,86,2,0,Women's Bantamweight,1,S-DEC,5
0,Valentina Shevchenko,0,72,0,0,Women's Bantamweight,1,S-DEC,5
1,Rafael Dos Anjos,0,13,0,1,Welterweight,0,SUB,1
0,Neil Magny,0,1,0,0,Welterweight,0,SUB,1
1,Henry Cejudo,1,34,2,0,Flyweight,0,KO/TKO,2
0,Wilson Reis,0,5,0,0,Flyweight,0,KO/TKO,2
1,Ilir Latifi,0,44,4,0,Light Heavyweight,0,U-DEC,3
0,Tyson Pedro,0,31,0,0,Light Heavyweight,0,U-DEC,3
1,Jeremy Stephens,5,96,0,0,Featherweight,0,U-DEC,3
0,Gilbert Melendez,0,29,0,0,Featherweight,0,U-DEC,3
1,Ketlen Vieira,0,17,1,2,Women's Bantamweight,0,SUB,2
0,Sara McMann,0,29,1,0,Women's Bantamweight,0,SUB,2
1,Sarah Moras,0,3,0,1,Women's Bantamweight,0,SUB,1
0,Ashlee Evans-Smith,0,3,0,0,Women's Bantamweight,0,SUB,1
1,Rick Glenn,1,142,4,1,Featherweight,0,U-DEC,3
0,Gavin Tucker,0,23,0,1,Featherweight,0,U-DEC,3
1,Alex White,3,57,0,0,Lightweight,0,KO/TKO,2
0,Mitch Clarke,0,28,0,0,Lightweight,0,KO/TKO,2
1,Arjan Bhullar,1,24,1,0,Heavyweight,0,U-DEC,3
0,Luis Henrique,0,32,0,0,Heavyweight,0,U-DEC,3
1,Kajan Johnson,1,26,0,0,Lightweight,0,KO/TKO,3
0,Adriano Martins,0,16,0,1,Lightweight,0,KO/TKO,3
1,Alexander Volkov,1,135,2,0,Heavyweight,0,KO/TKO,3
0,Stefan Struve,0,41,0,0,Heavyweight,0,KO/TKO,3
1,Siyar Bahadurzada,3,43,0,1,Middleweight,0,KO/TKO,2
0,Rob Wilkinson,0,24,2,0,Middleweight,0,KO/TKO,2
1,Marion Reneau,0,57,0,5,Women's Bantamweight,0,KO/TKO,3
0,Talita Bernardo,0,22,3,1,Women's Bantamweight,0,KO/TKO,3
1,Leon Edwards,0,23,3,3,Welterweight,0,U-DEC,3
0,Bryan Barberena,1,44,0,1,Welterweight,0,U-DEC,3
1,Darren Till,0,49,1,0,Welterweight,0,U-DEC,3
0,Bojan Velickovic,0,34,0,0,Welterweight,0,U-DEC,3
1,Mairbek Taisumov,1,2,0,0,Lightweight,0,KO/TKO,1
0,Felipe Silva,0,0,0,0,Lightweight,0,KO/TKO,1
1,Michel Prazeres,0,26,4,1,Lightweight,0,SUB,3
0,Mads Burnell,0,10,0,0,Lightweight,0,SUB,3
1,Rustam Khabilov,0,34,3,0,Lightweight,0,U-DEC,3
0,Desmond Green,0,47,1,0,Lightweight,0,U-DEC,3
1,Aleksandar Rakic,0,46,0,0,Light Heavyweight,0,U-DEC,3
0,Francimar Barroso,0,24,2,0,Light Heavyweight,0,U-DEC,3
1,Zabit Magomedsharipov,0,45,1,2,Featherweight,0,SUB,2
0,Mike Santiago,0,24,2,0,Featherweight,0,SUB,2
1,Abdul-Kerim Edilov,0,77,2,1,Light Heavyweight,0,KO/TKO,2
0,Bojan Mihajlovic,0,1,0,0,Light Heavyweight,0,KO/TKO,2
1,Thibault Gouti,1,41,0,0,Lightweight,0,KO/TKO,1
0,Andrew Holbrook,0,22,0,0,Lightweight,0,KO/TKO,1
1,Sergio Pettis,0,76,0,0,Flyweight,0,U-DEC,5
0,Brandon Moreno,0,45,4,0,Flyweight,0,U-DEC,5
1,Alexa Grasso,0,64,0,0,Women's Strawweight,0,S-DEC,3
0,Randa Markos,0,45,4,0,Women's Strawweight,0,S-DEC,3
1,Niko Price,1,10,0,0,Welterweight,0,KO/TKO,1
0,Alan Jouban,0,5,0,0,Welterweight,0,KO/TKO,1
1,Humberto Bandenay,1,5,0,0,Featherweight,0,KO/TKO,1
0,Martin Bravo,0,1,0,0,Featherweight,0,KO/TKO,1
1,Sam Alvey,0,40,0,0,Middleweight,0,S-DEC,3
0,Rashad Evans,0,17,2,0,Middleweight,0,S-DEC,3
1,Alejandro Perez,0,44,1,0,Bantamweight,0,S-DEC,3
0,Andre Soukhamthath,3,43,0,0,Bantamweight,0,S-DEC,3
1,Jack Hermansson,0,38,1,0,Middleweight,0,KO/TKO,1
0,Brad Scott,0,0,0,1,Middleweight,0,KO/TKO,1
1,Dustin Ortiz,1,8,0,0,Flyweight,0,KO/TKO,1
0,Hector Sandoval,0,1,0,0,Flyweight,0,KO/TKO,1
1,Rani Yahya,0,3,1,2,Bantamweight,0,SUB,1
0,Henry Briones,0,0,0,0,Bantamweight,0,SUB,1
1,Jose Quinonez,0,59,1,0,Bantamweight,0,U-DEC,3
0,Diego Rivas,0,27,1,2,Bantamweight,0,U-DEC,3
1,Joseph Morales,1,12,0,1,Flyweight,0,SUB,1
0,Robert Sanchez,0,2,1,0,Flyweight,0,SUB,1
1,Jordan Rinaldi,0,6,0,1,Lightweight,0,SUB,1
0,Alvaro Herrera Mendoza,0,2,0,1,Lightweight,0,SUB,1
1,Daniel Cormier,0,58,0,0,Light Heavyweight,1,Overturned,3
0,Jon Jones,1,95,0,0,Light Heavyweight,1,Overturned,3
1,Tyron Woodley,1,57,0,0,Welterweight,1,U-DEC,5
0,Demian Maia,0,28,0,0,Welterweight,1,U-DEC,5
1,Cristiane Justino,1,74,0,0,Women's Featherweight,1,KO/TKO,3
0,Tonya Evinger,0,32,1,0,Women's Featherweight,1,KO/TKO,3
1,Robbie Lawler,0,77,0,0,Welterweight,0,U-DEC,3
0,Donald Cerrone,0,82,1,0,Welterweight,0,U-DEC,3
1,Volkan Oezdemir,0,12,0,0,Light Heavyweight,0,KO/TKO,1
0,Jimi Manuwa,0,2,0,0,Light Heavyweight,0,KO/TKO,1
1,Ricardo Lamas,0,42,1,0,Featherweight,0,KO/TKO,1
0,Jason Knight,0,8,0,0,Featherweight,0,KO/TKO,1
1,Aljamain Sterling,0,71,1,0,Catch Weight,0,U-DEC,3
0,Renan Barao,0,19,2,0,Catch Weight,0,U-DEC,3
1,Brian Ortega,0,65,0,1,Featherweight,0,SUB,3
0,Renato Moicano,0,109,2,0,Featherweight,0,SUB,3
1,Calvin Kattar,0,75,2,0,Featherweight,0,U-DEC,3
0,Andre Fili,0,73,0,0,Featherweight,0,U-DEC,3
1,Aleksandra Albu,0,82,5,0,Women's Strawweight,0,U-DEC,3
0,Kailin Curran,0,86,1,0,Women's Strawweight,0,U-DEC,3
1,Jarred Brooks,0,27,5,1,Flyweight,0,S-DEC,3
0,Eric Shelton,0,31,1,1,Flyweight,0,S-DEC,3
1,Drew Dober,1,15,0,0,Lightweight,0,KO/TKO,1
0,Joshua Burkman,0,11,0,0,Lightweight,0,KO/TKO,1
1,Chris Weidman,0,36,7,2,Middleweight,0,SUB,3
0,Kelvin Gastelum,1,26,0,0,Middleweight,0,SUB,3
1,Darren Elkins,0,70,3,2,Featherweight,0,S-DEC,3
0,Dennis Bermudez,0,69,1,0,Featherweight,0,S-DEC,3
1,Patrick Cummins,0,86,1,0,Light Heavyweight,0,S-DEC,3
0,Gian Villante,0,72,0,0,Light Heavyweight,0,S-DEC,3
1,Jimmie Rivera,2,70,2,0,Bantamweight,0,U-DEC,3
0,Thomas Almeida,0,72,0,0,Bantamweight,0,U-DEC,3
1,Elizeu Zaleski dos Santos,0,83,1,0,Welterweight,0,S-DEC,3
0,Lyman Good,0,75,1,0,Welterweight,0,S-DEC,3
1,Eryk Anders,1,23,1,0,Middleweight,0,KO/TKO,1
0,Rafael Natal,0,14,0,0,Middleweight,0,KO/TKO,1
1,Alex Oliveira,1,8,0,1,Welterweight,0,KO/TKO,2
0,Ryan LaFlare,0,5,0,0,Welterweight,0,KO/TKO,2
1,Chase Sherman,0,111,0,0,Heavyweight,0,U-DEC,3
0,Damian Grabowski,0,68,0,0,Heavyweight,0,U-DEC,3
1,Jeremy Kennedy,0,41,8,0,Featherweight,0,U-DEC,3
0,Kyle Bochniak,0,23,0,0,Featherweight,0,U-DEC,3
1,Marlon Vera,0,5,0,2,Bantamweight,0,SUB,1
0,Brian Kelleher,0,8,1,0,Bantamweight,0,SUB,1
1,Junior Albini,1,21,0,0,Heavyweight,0,KO/TKO,1
0,Timothy Johnson,0,19,0,0,Heavyweight,0,KO/TKO,1
1,Shane Burgos,3,102,1,0,Featherweight,0,U-DEC,3
0,Godofredo Pepey,0,51,0,0,Featherweight,0,U-DEC,3
1,Chris Wade,0,23,3,2,Lightweight,0,U-DEC,3
0,Frankie Perez,0,22,3,0,Lightweight,0,U-DEC,3
1,Santiago Ponzinibbio,1,7,0,0,Welterweight,0,KO/TKO,1
0,Gunnar Nelson,0,5,0,0,Welterweight,0,KO/TKO,1
1,Cynthia Calvillo,0,54,2,2,Women's Strawweight,0,U-DEC,3
0,Joanne Calderwood,0,63,0,0,Women's Strawweight,0,U-DEC,3
1,Paul Felder,1,23,0,0,Lightweight,0,KO/TKO,1
0,Stevie Ray,0,5,0,0,Lightweight,0,KO/TKO,1
